id,Linkin Nimi,Linkin Kuvaus,Linkin hallintaorg,UniqueNimi,Kieli,Kohde (Organisaatio),Url
4457,"Kielikoulu ruotsin kielessä, monelle kielelle käännettyjä mediasisältöjä",Suomen ja ruotsin kieli,Infopankki,"Kielikoulu ruotsin kielessä, monelle kielelle käännettyjä mediasisältöjä",fi,Yle,https://sprakskolan.yle.fi/index.html
4458,Lapsiperheiden kotipalvelu,Perhe,Infopankki,Lapsiperheiden kotipalvelu,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/web/lapset-nuoret-ja-perheet/sote-palvelut/sosiaalipalvelut/lapsiperheiden-kotipalvelu
4459,Isyyden ja äitiyden tunnustaminen ja vahvistaminen,Perhe,Infopankki,Isyyden ja äitiyden tunnustaminen ja vahvistaminen,fi,Sosiaali- ja terveysministeriö,https://stm.fi/huoltajuus
4460,Kelassa asiointi ja tulkkaus,Asettuminen Suomeen,Infopankki,Kelassa asiointi ja tulkkaus,fi,Kela,https://www.kela.fi/tulkkaus
4461,Kelan asioiden hoitaminen toisen puolesta ,Asettuminen Suomeen,Infopankki,Kelan asioiden hoitaminen toisen puolesta ,fi,Kela,https://www.kela.fi/asioi-toisen-puolesta
4462,Ohjeita työnantajalle,Muutto Suomeen,Infopankki,Ohjeita työnantajalle,fi,Maahanmuuttovirasto,https://migri.fi/tyonantajalle
4463,Vastuullinen vantaalainen -videot (liikenne),Vantaa,Infopankki,Vastuullinen vantaalainen -videot (liikenne),fi,Vantaan kaupunki,https://www.youtube.com/watch?v=qXYBNFeNsps&ucbcb=1
4464,Vastuullinen vantaalainen -videot (kulutus),Vantaa,Infopankki,Vastuullinen vantaalainen -videot (kulutus),fi,Vantaan kaupunki,https://www.youtube.com/watch?v=FcnYV4SEU6I&ucbcb=1
4465,Vastuullinen vantaalainen -videot (lähiluonto),Vantaa,Infopankki,Vastuullinen vantaalainen -videot (lähiluonto),fi,Vantaan kaupunki,https://www.youtube.com/watch?v=jdUuaRQ5NGo&ucbcb=1
4466,Vastuullinen vantaalainen -videot (energia),Vantaa,Infopankki,Vastuullinen vantaalainen -videot (energia),fi,Vantaan kaupunki,https://www.youtube.com/watch?v=-I2tQQhJ-hM&ucbcb=1
4467,Asumisneuvonta –palvelu,Helsinki,Infopankki,Asumisneuvonta –palvelu,fi,Helsingin kaupunki,https://www.hel.fi/helsinki/fi/sosiaali-ja-terveyspalvelut/sosiaalinen-tuki-ja-toimeentulo/sosiaalityo/asumisneuvonta/
4468,Matkustamisen toimintaohjeita koronatilanteessa,Muutto Suomeen korona,Infopankki,Matkustamisen toimintaohjeita koronatilanteessa,fi,FINENTRY,https://www.finentry.fi/
4469,Tietoa koronarokotuksesta,Ongelmatilanteet korona,Infopankki,Tietoa koronarokotuksesta,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/rokotteet-ja-koronavirus/oma-koronarokotus-miten-miksi-ja-milloin-
4470,Rokotteet ja koronavirus ,Ongelmatilanteet korona,Infopankki,Rokotteet ja koronavirus ,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/rokotteet-ja-koronavirus
4471,Koronarokotusten järjestäminen Suomessa ,Ongelmatilanteet korona,Infopankki,Koronarokotusten järjestäminen Suomessa ,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/rokotteet-ja-koronavirus/koronarokotusten-jarjestaminen-suomessa
4472,Koronarokotukset Vantaalla,Vantaa korona,Infopankki,Koronarokotukset Vantaalla,fi,Vantaan kaupunki,https://www.vantaa.fi/koronarokotukset?fbclid=IwAR1Xv7eyyX_YWcDh469w--7_UxMAFiBKIOVyVuRR_ceCU-a1YOph2k0tOGU
4474,Koronarokotukset Helsingissä,Helsinki korona,Infopankki,Koronarokotukset Helsingissä,fi,Helsingin kaupunki,https://www.hel.fi/sote/koronarokotus-fi
4475,Tietoa kuntavaaleista,Tietoa Suomesta,Infopankki,Tietoa kuntavaaleista,fi,Vaalit.fi,https://vaalit.fi/documents/5430845/7129103/suomi+-+finska+-+Finnish.pdf/f227a7ee-32cd-40d1-9540-30dca83bec24/suomi+-+finska+-+Finnish.pdf?t=1618213289676
4476,Monikielinen koronaneuvonta,Helsinki korona,Infopankki,Monikielinen koronaneuvonta,fi,Helsingin kaupunki,https://www.hel.fi/kanslia/neuvonta-fi/palvelumme/
4477,Kun saavut Suomeen ja Helsinkiin,Helsinki korona,Infopankki,Kun saavut Suomeen ja Helsinkiin,fi,Helsingin kaupunki,https://www.hel.fi/helsinki/coronavirus-en/social-and-health/when-arriving-in-finland-and-helsinki-information-for-travellers/
4478,Koronarokotukset Espoossa,Espoo korona,Infopankki,Koronarokotukset Espoossa,fi,Espoon kaupunki,https://www.espoo.fi/fi/espoon-kaupunki/koronavirus/koronarokotukset-espoossa
4479,Chat-palvelut,Espoo,Infopankki,Chat-palvelut,fi,Espoon kaupunki,https://www.espoo.fi/fi/chat-palvelut
4480,Maahanmuuttajien neuvontapiste,Espoo,Infopankki,Maahanmuuttajien neuvontapiste,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/maahanmuuttajien-neuvontapiste
4481,"Uudenmaan TE-toimisto, Espoo",Espoo,Infopankki,"Uudenmaan TE-toimisto, Espoo",fi,Työ- ja elinkeinoministeriö,https://toimistot.te-palvelut.fi/espoo
4482,Omnian osaamiskeskus maahanmuuttajille,Espoo,Infopankki,Omnian osaamiskeskus maahanmuuttajille,fi,Omnia,https://www.omnia.fi/palvelut/omnian-osaamiskeskus-maahanmuuttajille
4483,Lapsen tietojen ilmoittaminen,Perhe,Infopankki,Lapsen tietojen ilmoittaminen,fi,Digi- ja väestötietovirasto,https://dvv.fi/lapsen-nimen-ilmoittaminen
4484,Oikeus käyttää julkisia terveyspalveluita,Terveys,Infopankki,Oikeus käyttää julkisia terveyspalveluita,fi,Kela,https://www.kela.fi/ulkomailta-suomeen-sairaanhoito-suomessa
4485,Opiskelijan terveydenhoitomaksu,Terveys,Infopankki,Opiskelijan terveydenhoitomaksu,fi,Kela,https://www.kela.fi/korkeakouluopiskelijan-terveydenhoitomaksu
4486,Video: Koronarokotus on turvallinen,Ongelmatilanteet korona,Infopankki,Video: Koronarokotus on turvallinen,fi,Terveyden ja hyvinvoinnin laitos,https://www.youtube.com/embed/DT--LC8a1eo
4487,Ajanvaraus koronarokotukseen,Helsinki korona,Infopankki,Ajanvaraus koronarokotukseen,fi,Koronarokotusaika.fi,https://www.koronarokotusaika.fi/
4488,Verkkosivut,Tietoa palvelusta,Infopankki,Verkkosivut,fi,Sosiaali- ja terveysministeriö,https://stm.fi/etusivu
4491,Ensikertalaiskiintiö,Koulutus,Infopankki,Ensikertalaiskiintiö,fi,Opintopolku.fi,https://opintopolku.fi/wp/valintojen-tuki/yhteishaku/korkeakoulujen-yhteishaku/ensikertalaiskiintio/
4492,Lukion valintaperusteet,Koulutus,Infopankki,Lukion valintaperusteet,fi,Opintopolku.fi,https://opintopolku.fi/wp/lukio-2/lukiokoulutuksen-valintaperusteet/
4493,Palkka Suomessa,Työ ja yrittäjyys,Infopankki,Palkka Suomessa,fi,Suomen ammattiliittojen keskusjärjestö SAK,https://www.sak.fi/tyoelama/tyoelaman-perustieto/palkka
4494,Ohjeita ravintoloille,Ongelmatilanteet korona,Infopankki,Ohjeita ravintoloille,fi,Työ- ja elinkeinoministeriö,https://tem.fi/-/ravintolat-voivat-olla-auki-asiakkaille-rajoituksin-koko-maassa-maanantaista-19.4.-alkaen
4495,Todistus negatiivisesta koronavirustestistä,Muutto Suomeen korona,Infopankki,Todistus negatiivisesta koronavirustestistä,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/-/thl-suosittelee-etta-kaikilta-ulkomailta-suomeen-tulevilta-matkustajilta-edellytetaan-negatiivista-koronatestitulosta?redirect=%2Ffi%2Fweb%2Finfektiotaudit-ja-rokotukset
4496,Helsingin palvelut paperittomille,Helsinki,Infopankki,Helsingin palvelut paperittomille,fi,Helsingin kaupunki,https://www.hel.fi/helsinki/fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/muita-terveyspalveluja/paperittomien-sote-palvelut
4497,"Oikeus tartuntatautipäivärahaan, jos työskentelet Suomessa",Ongelmatilanteet korona,Infopankki,"Oikeus tartuntatautipäivärahaan, jos työskentelet Suomessa",fi,Kela,https://www.kela.fi/ajankohtaista/-/asset_publisher/mHBZ5fHNro4S/content/tartuntatautipaivarahaa-voi-saada-myos-suomen-sairausvakuutukseen-kuulumaton-tyontekija
4498,Kysymyksiä ja vastauksia ravintoloiden sulkemisesta,Ongelmatilanteet korona,Infopankki,Kysymyksiä ja vastauksia ravintoloiden sulkemisesta,fi,Työ- ja elinkeinoministeriö,
4499,Maskipakko junassa,Ongelmatilanteet korona,Infopankki,Maskipakko junassa,fi,VR,https://www.vr.fi/ajankohtaista/2021/03/09/matkustajien-tulee-kayttaa-kasvomaskia-junassa
4500,Haku LUVA-koulutukseen,Koulutus,Infopankki,Haku LUVA-koulutukseen,fi,Opintopolku.fi,https://opintopolku.fi/wp/valintojen-tuki/yhteishaku/haku-kesalla-perusopetuksen-jalkeisiin-valmistaviin-koulutuksiin/
4501,Työttömyysturvan aktiivimalli ,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Työttömyysturvan aktiivimalli ,fi,Kela,http://www.kela.fi/usein-kysyttya-aktiivimallista
4503,Jätehuolto,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Jätehuolto,fi,Vestia,https://www.vestia.fi/
4504,Työllisyyden kuntakokeilu Helsingissä,Helsinki,Infopankki,Työllisyyden kuntakokeilu Helsingissä,fi,Helsingin kaupunki,https://tyollisyyspalvelut.hel.fi/fi/QA
4505,Video viranomaisen ja tulkin rooleista,Asettuminen Suomeen,Infopankki,Video viranomaisen ja tulkin rooleista,fi,Kotona Suomessa -hanke,https://www.youtube.com/watch?v=leUshzkSJEk&ucbcb=1
4506,Neuvontaa pankki- ja vakuutusasioissa,Asettuminen Suomeen,Infopankki,Neuvontaa pankki- ja vakuutusasioissa,fi,Vakuutus- ja rahoitusneuvonta,https://www.fine.fi/tietoa-finesta/neuvonta/nain-otat-yhteytta.html
4507,Tietoa Digi- ja väestötietovirastosta,Tietoa Suomesta,Infopankki,Tietoa Digi- ja väestötietovirastosta,fi,Digi- ja väestötietovirasto,https://dvv.fi/digi-ja-vaestotietovirasto
4508,Tietoa avioliitosta Suomessa,Perhe,Infopankki,Tietoa avioliitosta Suomessa,fi,Oikeus.fi,https://oikeus.fi/tuomioistuimet/fi/index/asiat/perheasiat/avioliitto.html
4509,Työaika ,Työ ja yrittäjyys,Infopankki,Työaika ,fi,Suomen ammattiliittojen keskusjärjestö SAK,https://www.sak.fi/tyoelama/tyoelaman-perustieto/tyoaika
4510,Nollatuntisopimukset,Työ ja yrittäjyys,Infopankki,Nollatuntisopimukset,fi,Työsuojeluhallinto,https://www.tyosuojelu.fi/tyosuhde/tyoaika/vaihteleva
4511,Työllisyyden kuntakokeilu Vantaalla ja Keravalla,Vantaa,Infopankki,Työllisyyden kuntakokeilu Vantaalla ja Keravalla,fi,Vantaan kaupunki,https://www.vantaa.fi/hallinto_ja_talous/tyo_ja_elinkeinot/vantaakeravatyollisyyspalvelut/tyollisyyden_kuntakokeilu
4513,Vaasan Kaupungin Kirjasto,VAASA,Vaasa,Vaasan Kaupungin Kirjasto,fi,Vaasan Kaupunki,https://vaasankirjasto.finna.fi/
4515,Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi,Muutto Suomeen,Infopankki,Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi,fi,Maahanmuuttovirasto,https://migri.fi/toimeentuloedellytys-kansainvalista-suojelua-saaneen-perheenjasenelle
4516,Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja,Muutto Suomeen,Infopankki,Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja,fi,Maahanmuuttovirasto,https://migri.fi/toimeentuloedellytys-kansainvalista-suojelua-saaneen-perheenjasenelle
4517,Merijärven kunta,Merijärvi,Kalajoki ja Merijärvi,Merijärven kunta,fi,Merijärvi,https://www.merijarvi.fi/etusivu
4519,Matkahuolto Oy,Merijärvi,Kalajoki ja Merijärvi,Matkahuolto Oy,fi,Matkahuolto Oy,https://www.matkahuolto.fi/
4520,Vr,Merijärvi,Kalajoki ja Merijärvi,Vr,fi,Vr,https://www.vr.fi/
4521,Finavia,Merijärvi,Kalajoki ja Merijärvi,Finavia,fi,Finavia,https://www.finavia.fi/fi
4523,Ylivieskan seurakunta,Merijärvi,Kalajoki ja Merijärvi,Ylivieskan seurakunta,fi,Ylivieskan seurakunta,https://www.ylivieskanseurakunta.fi/
4524,Kalajoen tsasouna,Merijärvi,Kalajoki ja Merijärvi,Kalajoen tsasouna,fi,Blogspot,https://tsasouna.blogspot.com/
4525,Uskonnot Suomessa,Merijärvi,Kalajoki ja Merijärvi,Uskonnot Suomessa,fi,Uskonnot,https://uskonnot.fi/
4526,Päätöksenteko ja vaikuttaminen,Merijärvi,Kalajoki ja Merijärvi,Päätöksenteko ja vaikuttaminen,fi,Merijärvi,https://www.merijarvi.fi/hallinto-ja-paatoksenteko
4528,Linja-autoliikenteen aikatauluhaku,Merijärvi,Kalajoki ja Merijärvi,Linja-autoliikenteen aikatauluhaku,fi,Matkahuolto Oy,https://liput.matkahuolto.fi/connectionsearch#breadcrumb
4529,Juna-aikataulut ja liput,Merijärvi,Kalajoki ja Merijärvi,Juna-aikataulut ja liput,fi,Vr,https://www.vr.fi/aikataulut
4530,Lentoasemat,Merijärvi,Kalajoki ja Merijärvi,Lentoasemat,fi,Finavia,https://www.finavia.fi/fi/lentoasemat
4531,Uskonnolliset yhteisöt,Merijärvi,Kalajoki ja Merijärvi,Uskonnolliset yhteisöt,fi,Uskonnot,https://uskonnot.fi/yhteisot/
4532,TE-palvelut,Merijärvi,Kalajoki ja Merijärvi,TE-palvelut,fi,TE-palvelut,https://www.te-palvelut.fi/
4533,Julkiset työ- ja elinkeinopalvelut,Merijärvi,Kalajoki ja Merijärvi,Julkiset työ- ja elinkeinopalvelut,fi,TE-palvelut,https://www.te-palvelut.fi/
4534,Vähemmistövaltuutettu,Merijärvi,Kalajoki ja Merijärvi,Vähemmistövaltuutettu,fi,syrjinta.fi,https://syrjinta.fi/etusivu
4535,Apua ja tietoa etnistä syrjintää kokeneille,Merijärvi,Kalajoki ja Merijärvi,Apua ja tietoa etnistä syrjintää kokeneille,fi,syrjinta.fi,https://syrjinta.fi/syrjinta
4536,Työ- ja elinkeinoministeriö,Merijärvi,Kalajoki ja Merijärvi,Työ- ja elinkeinoministeriö,fi,tem.fi,https://tem.fi/julkaisut/
4541,Yrityspalvelut,Merijärvi,Kalajoki ja Merijärvi,Yrityspalvelut,fi,Kalajoki.fi,https://kalajoki.fi/tyo-ja-yrittaminen/yrityspalvelut/
4542,Kalajoen Yrittäjät,Merijärvi,Kalajoki ja Merijärvi,Kalajoen Yrittäjät,fi,Kalajoen Yrittäjät,https://kalajoenyrittajat.fi/
4543,Kalajoen kaupunki,Merijärvi,Kalajoki ja Merijärvi,Kalajoen kaupunki,fi,Kalajoki.fi,https://kalajoki.fi/
4544,Yritysrekisteri,Merijärvi,Kalajoki ja Merijärvi,Yritysrekisteri,fi,Kalajoki Yrityshakemistot,https://kalajoki.yrityshakemistot.fi/
4545,Työ- ja elinkeinoministeriö,Merijärvi,Kalajoki ja Merijärvi,Työ- ja elinkeinoministeriö,fi,tem.fi,https://tem.fi/etusivu
4546,Yritys Suomi -verkkopalvelu,Merijärvi,Kalajoki ja Merijärvi,Yritys Suomi -verkkopalvelu,fi,suomi.fi,https://www.suomi.fi/yritykselle
4551,Vuokra-asuntojen hakupalvelu,Merijärvi,Kalajoki ja Merijärvi,Vuokra-asuntojen hakupalvelu,fi,Vuokraovi.com,https://www.vuokraovi.com/
4552,Vuokraovi.com,Merijärvi,Kalajoki ja Merijärvi,Vuokraovi.com,fi,Vuokraovi.com,https://www.vuokraovi.com/
4553,Vuokra-asuntojen hakupalvelu,Merijärvi,Kalajoki ja Merijärvi,Vuokra-asuntojen hakupalvelu,fi,Oikotie.fi,https://asunnot.oikotie.fi/vuokrattavat-asunnot/
4554,Oikotie.fi,Merijärvi,Kalajoki ja Merijärvi,Oikotie.fi,fi,Oikotie.fi,https://asunnot.oikotie.fi/
4555,Oma asuminen,Merijärvi,Kalajoki ja Merijärvi,Oma asuminen,fi,Merijärvi.fi,https://www.merijarvi.fi/asuminen-ja-rakentaminen/asunnot-ja-hakemukset-0
4558,Kela,Merijärvi,Kalajoki ja Merijärvi,Kela,fi,Kela,https://www.kela.fi/
4559,Palvelupisteen haku,Merijärvi,Kalajoki ja Merijärvi,Palvelupisteen haku,fi,Kela,https://www.kela.fi/palvelupisteen-haku
4560,Vestia,Merijärvi,Kalajoki ja Merijärvi,Vestia,fi,Vestia Oy,https://www.vestia.fi/
4561,Päivähoito,Merijärvi,Kalajoki ja Merijärvi,Varhaiskasvatus,fi,Merijarvi.fi,https://www.merijarvi.fi/varhaiskasvatus-opetus-kirjasto/varhaiskasvatus
4562,Esiopetus,Merijärvi,Kalajoki ja Merijärvi,Esiopetus,fi,Merijärvi.fi,https://www.merijarvi.fi/varhaiskasvatus-opetus-kirjasto/varhaiskasvatus
4563,Perusopetus,Merijärvi,Kalajoki ja Merijärvi,Perusopetus,fi,Peda.net,https://peda.net/merijarvi#toggle
4565,Jokilaaksojen koulutuskuntayhtymä,Merijärvi,Kalajoki ja Merijärvi,Jokilaaksojen koulutuskuntayhtymä,fi,Jedu.fi,https://www.jedu.fi/Error.aspx?aspxerrorpath=/default.aspx
4567,Kalajoen kaupunki,Merijärvi,Kalajoki ja Merijärvi,Kalajoen kaupunki,fi,Kalajoki.fi,https://kalajoki.fi/
4568,Kalajoen lukio,Merijärvi,Kalajoki ja Merijärvi,Kalajoen lukio,fi,Kalajoki.fi,https://kalajoki.fi/varhaiskasvatus-ja-koulutus/lukio/
4569,Jelppiverkko,Merijärvi,Kalajoki ja Merijärvi,Jelppiverkko,fi,Jelppiverkko.fi,https://jelppiverkko.fi/
4570,Nuorten aktivointipalvelu,Merijärvi,Kalajoki ja Merijärvi,Nuorten aktivointipalvelu,fi,Jelppiverkko.fi,https://jelppiverkko.fi/fi/faktaa-jelppiverkosta
4572,Centria-ammattikorkeakoulu,Merijärvi,Kalajoki ja Merijärvi,Centria-ammattikorkeakoulu,fi,Centria,https://web.centria.fi/Error.html?aspxerrorpath=/default.aspx
4573,Oulun ammattikorkeakoulu,Merijärvi,Kalajoki ja Merijärvi,Oulun ammattikorkeakoulu,fi,Oulun ammattikorkeakoulu,https://www.oamk.fi/fi/
4575,Kalajoen kansalaisopisto,Merijärvi,Kalajoki ja Merijärvi,Kalajoen kansalaisopisto,fi,Kalajoki.fi,https://kalajoki.fi/vapaa-aika-ja-liikunta/kansalaisopisto/
4576,Jokihelmen opisto,Merijärvi,Kalajoki ja Merijärvi,Jokihelmen opisto,fi,Jokihelmen opisto,https://www.jokihelmenopisto.fi/
4578,DaisyNet,Merijärvi,Kalajoki ja Merijärvi,DaisyNet,fi,eDaisyNet,https://merijarvi.daisynet.fi/eDaisy/Esuomi/EsuomiLogin
4579,Oulaisten kampus / terveysalan yksikkö,Merijävi,Kalajoki ja Merijärvi,Oulaisten kampus / terveysalan yksikkö,fi,Jedu.fi,https://www.jedu.fi/Error.aspx?aspxerrorpath=/koulutus/sosiaali-ja-terveysalan-perustutkinto/4001
4581,Koronatiedotus,Merijärvi,Kalajoki ja Merijärvi,Koronatiedotus,fi,Kalajoki.fi,https://kalajoki.fi/koronatiedotus/
4584,Terveyspalvelut,Merijärvi,Kalajoki ja Merijärvi,Terveyspalvelut,fi,Merijärvi.fi,https://www.merijarvi.fi/sosiaali-ja-terveyspalvelut
4586,Päivystys Kalajoki,Merijärvi,Kalajoki ja Merijärvi,Päivystys Kalajoki,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/paivystys/
4588,Neuvola,Merijärvi,Kalajoki ja Merijärvi,Neuvola,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/neuvola/
4590,Hammashoito Kalajoki,Merijärvi,Kalajoki ja Merijärvi,Hammashoito Kalajoki,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/suun-terveydenhuolto/
4592,Mielenterveys- ja päihdetyö,Merijärvi,Kalajoki ja Merijärvi,Mielenterveys- ja päihdetyö,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/mielenterveyspalvelut/
4594,Äitiysneuvola ja perhesuunnittelu,Merijärvi,Kalajoki ja Merijärvi,Äitiysneuvola ja perhesuunnittelu,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/neuvola/
4596,Keski-pohjanmaan keskussairaala,Merijärvi,Kalajoki ja Merijärvi,Keski-pohjanmaan keskussairaala,fi,soite.fi,https://www.soite.fi/keskipohjanmaan_keskussairaala
4598,Kalajoen apteekki,Merijärvi,Kalajoki ja Merijärvi,Kalajoen apteekki,fi,Kalajoen apteekki,https://www.kalajoenapteekki.fi/
4600,Vammaispalvelut,Merijärvi,Kalajoki ja Merijärvi,Vammaispalvelut,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/sosiaalipalvelut/vammaispalvelut/
4604,Synnytysosasto,Merijärvi,Kalajoki ja Merijärvi,Synnytysosasto,fi,soite.fi,https://www.soite.fi/naistentautien_synnyttajien_vosasto3
4609,Neuvola,Merijärvi,Kalajoki ja Merijärvi,Neuvola,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/neuvola/
4623,Nuorisotoimi,Merijärvi,Kalajoki ja Merijärvi,Nuorisotoimi,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/nuorisotoimi
4625,Nuorisopalvelut,Merijärvi,Kalajoki ja Merijärvi,Nuorisopalvelut,fi,Kalajoki.fi,https://kalajoki.fi/vapaa-aika-ja-liikunta/nuoriso/
4626,Mielenterveys- ja päihdetyö,Merijärvi,Kalajoki ja Merijärvi,Mielenterveys- ja päihdetyö,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/terveyspalvelut/mielenterveyspalvelut/
4628,Sosiaalipalvelut,Merijärvi,Kalajoki ja Merijärvi,Sosiaalipalvelut,fi,Kalajoki.fi,https://kalajoki.fi/sosiaali-ja-terveyspalvelut/sosiaalipalvelut/sosiaalipaivystys/
4629,Vapaa-aika,Merijärvi,Kalajoki ja Merijärvi,Vapaa-aika,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/vapaa-aika
4631,Merijärven kunnankirjasto,Merijärvi,Kalajoki ja Merijärvi,Merijärven kunnankirjasto,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika-ja-kulttuuri/kirjasto
4633,Kotiseutumuseo,Merijärvi,Kalajoki ja Merijärvi,Kotiseutumuseo,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/kotiseutumuseo
4635,Liikuntatoimi,Merijärvi,Kalajoki ja Merijärvi,Liikuntatoimi,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/liikuntatoimi
4637,Jokamiehenoikeudet,Merijärvi,Kalajoki ja Merijärvi,Jokamiehenoikeudet,fi,ympäristö.fi,https://www.ymparisto.fi/fi-FI/Luonto/Jokamiehenoikeudet(16989)
4639,Nuoppari,Merijärvi,Kalajoki ja Merijärvi,Nuoppari,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/nuoppari
4640,Vapaa-aika,Merijärvi,Kalajoki ja Merijärvi,Vapaa-aika,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/vapaa-aika
4641,Kulttuuritoimi,Merijärvi,Kalajoki ja Merijärvi,Kulttuuritoimi,fi,Merijärvi.fi,https://www.merijarvi.fi/vapaa-aika/kulttuuritoimi
4642,Merijärven Kestävä,Merijärvi,Kalajoki ja Merijärvi,Merijärven Kestävä,fi,Facebook,https://www.facebook.com/pages/category/Sports-Club/Merij%C3%A4rven-Kest%C3%A4v%C3%A4-106265044815052/
4644,Ympäristöministeriö,Merijärvi,Kalajoki ja Merijärvi,Ympäristöministeriö,fi,ym.fi,https://ym.fi/etusivu
4645,Nuorisopalvelujen facebook-sivut,Merijärvi,Kalajoki ja Merijärvi,Nuorisopalvelujen facebook-sivut,fi,Facebook,https://www.facebook.com/Merij%C3%A4rven-vapaa-aikatoimi-407795426313865/?hc_ref=ARStRmM9G6UR_scgn0fsm4KdYlYhyPM2QlIFwzPkaI-zShqa4OpNko_2AssKSceI-YY&fref=nf&__tn__=kC-R
4648,Opas varhaiskasvatuksesta,Helsinki,Infopankki,Opas varhaiskasvatuksesta,fi,Helsingin kaupunki,https://www.hel.fi/helsinki/en/childhood-and-education/day-care/daycare
4651,Ero lapsiperheessä -videosarja,Perhe,Infopankki,Ero lapsiperheessä -videosarja,fi,Mannerheimin Lastensuojeluliitto,https://helsinki.mll.fi/lapset-ensin-erossakin/videot/suomi/
4652,Tietoa kuntavaaleista selkokielellä,Tietoa Suomesta,Infopankki,Tietoa kuntavaaleista selkokielellä,fi,Vaalit.fi,https://vaalit.fi/documents/5430845/7129103/selkokieli+-+easy-to-read.pdf/e26df989-e350-f577-f0a8-056bed1298c5/selkokieli+-+easy-to-read.pdf?t=1618569008628
4653,Koronaohjeita kuntavaaleihin,Tietoa Suomesta,Infopankki,Koronaohjeita kuntavaaleihin,fi,Vaalit.fi,https://vaalit.fi/koronaohjeita-aanestajille
4655,Tietoa koulutussopimuksesta,Koulutus,Infopankki,Tietoa koulutussopimuksesta,fi,Opetushallitus,https://www.oph.fi/fi/koulutus-ja-tutkinnot/tyoelamassa-oppiminen#anchor-koulutussopimukseen-perustuva-koulutus
4657,Vuokra-Asunnot,Vaasa,Vaasa,Vuokra-Asunnot,fi,Vaasan Kaupunki,https://www.vaasa.fi/asu-ja-ela/asuminen-ja-rakentaminen/asuminen/vuokra-asunnot/
4658,Oleskelulupa,Vaasa,Vaasa,Oleskelulupa,fi,Migri,https://migri.fi/oleskelulupa
4661,Welcome Office,Vaasa,Vaasa,Welcome Office,fi,Vaasan Kaupunki,https://www.vaasa.fi/tietoa-vaasasta-ja-seudusta/ota-yhteytta/neuvonta-ja-palvelupisteet/welcome-office-tietoa-ja-neuvontaa-uutena-suomessa/
4662,Jos olet suorittanut tutkinnon Suomessa,Muutto Suomeen,Infopankki,Jos olet suorittanut tutkinnon Suomessa,fi,Maahanmuuttovirasto,https://migri.fi/suomessa-tutkinnon-suorittanut
4663,Jos olet suorittanut tutkimuksen Suomessa,Muutto Suomeen,Infopankki,Jos olet suorittanut tutkimuksen Suomessa,fi,Maahanmuuttovirasto,https://migri.fi/suomessa-tutkimustyon-suorittanut
4664,Jatkolupa työnhakua tai yritystoimintaa varten,Muutto Suomeen,Infopankki,Jatkolupa työnhakua tai yritystoimintaa varten,fi,Maahanmuuttovirasto,https://migri.fi/jatkolupa-tyonhakua-varten
4665,Poliisin neuvontapalvelu ,Tietoa Suomesta,Infopankki,Poliisin neuvontapalvelu ,fi,Poliisi,https://poliisi.fi/neuvontapalvelu
